ID,Tweet,Candidate,Stance,Preproc_Tweet,Tokens
1389,@Darkskinisbea @gharticles @NAkufoAddo Who is your MP? Or DCE?,Nana,0.0,  nana who is your mp or dce,"['nana', 'who', 'is', 'your', 'mp', 'or', 'dce']"
1392,@FantiDokono @bo_agboola @atiku @NAkufoAddo They hate to see it,Nana,0.0,   nana they hate to see it,"['nana', 'they', 'hate', 'to', 'see', 'it']"
1396,@NAkufoAddo wisdom dey here daddy https://t.co/ieHCCSt5s4,Nana,0.0,nana wisdom dey here daddy ,"['nana', 'wisdom', 'dey', 'here', 'daddi']"
1398,"This ain't a joke, shooting everywhere on Tamale streets @JDMahama &amp; @NAkufoAddo we need peace please. https://t.co/hagBPoJhsZ",Nana,0.0,this ain't a joke shooting everywhere on tamale streets mahama  nana we need peace please ,"['thi', ""ain't"", 'a', 'joke', 'shoot', 'everywher', 'on', 'tamal', 'street', 'mahama', 'nana', 'we', 'need', 'peac', 'pleas']"
1399,@1957crusadergh @eltonjay_ @JDMahama @ECGhanaOfficial @NAkufoAddo Reporting this tweet,Nana,0.0,  mahama  nana reporting this tweet,"['mahama', 'nana', 'report', 'thi', 'tweet']"
1400,@yayraeagles @alhajib29078354 @atiku @NAkufoAddo Stop bullshiting! What do you mean by macro-economy and micro-economy country?,Nana,0.0,   nana stop bullshiting what do you mean by macro-economy and micro-economy country,"['nana', 'stop', 'bullshit', 'what', 'do', 'you', 'mean', 'by', 'macro-economi', 'and', 'micro-economi', 'countri']"
1404,@NsiaAvena @NAkufoAddo He is a Spurs fan ooo,Nana,0.0, nana he is a spurs fan ooo,"['nana', 'he', 'is', 'a', 'spur', 'fan', 'ooo']"
1408,@hini750 @McwilliamsAngu2 @NanaOwu20097657 @Ghampson3 @YawSabato @JDMahama @NAkufoAddo Why you vote plenty no they give you money anaa,Nana,0.0,     mahama nana why you vote plenty no they give you money anaa,"['mahama', 'nana', 'whi', 'you', 'vote', 'plenti', 'no', 'they', 'give', 'you', 'money', 'anaa']"
1410,"Swafe 
@Thomaspartey22 https://t.co/z6TX9FPIKv",Nana,0.0,"swafe 
 ",['swafe']
1411,@RailaOdinga @NAkufoAddo Hi there how are you doing,Nana,0.0, nana hi there how are you doing,"['nana', 'hi', 'there', 'how', 'are', 'you', 'do']"
1413,"NDC is complaining of fraud or watever, They r about two hundred n sth media houses and they all got the same resulÃ¢â¬Â¦ https://t.co/vewo1jhFa9",Nana,0.0,ndc is complaining of fraud or watever they r about two hundred n sth media houses and they all got the same resul ,"['ndc', 'is', 'complain', 'of', 'fraud', 'or', 'watev', 'they', 'r', 'about', 'two', 'hundr', 'n', 'sth', 'media', 'hous', 'and', 'they', 'all', 'got', 'the', 'same', 'resul']"
1415,@NAkufoAddo went to court when he felt cheated so why can't @JDMahama also do same if he claim he has been cheated... #StopViolence,Nana,0.0,nana went to court when he felt cheated so why can't mahama also do same if he claim he has been cheated ,"['nana', 'went', 'to', 'court', 'when', 'he', 'felt', 'cheat', 'so', 'whi', ""can't"", 'mahama', 'also', 'do', 'same', 'if', 'he', 'claim', 'he', 'ha', 'been', 'cheat']"
1416,@RailaOdinga @NAkufoAddo We voted for change..!,Nana,0.0, nana we voted for change,"['nana', 'we', 'vote', 'for', 'chang']"
1417,@AOuattara_PRCI @NAkufoAddo Because you also subverted the will of your people,Nana,0.0, nana because you also subverted the will of your people,"['nana', 'becaus', 'you', 'also', 'subvert', 'the', 'will', 'of', 'your', 'peopl']"
1418,@AOuattara_PRCI @NAkufoAddo He rigged and lost the elections....,Nana,0.0, nana he rigged and lost the elections,"['nana', 'he', 'rig', 'and', 'lost', 'the', 'elect']"
1419,"@McwilliamsAngu2 @NanaOwu20097657 @Ghampson3 @YawSabato @JDMahama @NAkufoAddo How old are u, wen did u start voting",Nana,0.0,    mahama nana how old are u wen did u start voting,"['mahama', 'nana', 'how', 'old', 'are', 'u', 'wen', 'did', 'u', 'start', 'vote']"
1420,"@AlkalineJayBee @NAkufoAddo @JDMahama There's court, @JDMahama should follow the right procedures &amp; not this violence",Nana,0.0, nana mahama there's court mahama should follow the right procedures  not this violence,"['nana', 'mahama', ""there'"", 'court', 'mahama', 'should', 'follow', 'the', 'right', 'procedur', 'not', 'thi', 'violenc']"
1422,@NAkufoAddo Stop thanking Ghanaians it's not over yet,Nana,0.0,nana stop thanking ghanaians it's not over yet,"['nana', 'stop', 'thank', 'ghanaian', ""it'"", 'not', 'over', 'yet']"
1423,@ruddestjay @NAkufoAddo @JDMahama Nana Addo should accept defeat,Nana,0.0, nana mahama nana addo should accept defeat,"['nana', 'mahama', 'nana', 'addo', 'should', 'accept', 'defeat']"
1425,@AminAbdulai1 @JDMahama @NAkufoAddo Responsible for what exactly,Nana,0.0, mahama nana responsible for what exactly,"['mahama', 'nana', 'respons', 'for', 'what', 'exactli']"
1429,@AfoakwaOsikani @NAkufoAddo I really like how things are going.,Nana,0.0, nana i really like how things are going,"['nana', 'i', 'realli', 'like', 'how', 'thing', 'are', 'go']"
1430,@alhajib29078354 @atiku @NAkufoAddo U can go to court,Nana,0.0,  nana u can go to court,"['nana', 'u', 'can', 'go', 'to', 'court']"
1431,@stonebwoyb @NAkufoAddo I am highly disappointed in you and from this day I cease to be your fan.,Nana,0.0, nana i am highly disappointed in you and from this day i cease to be your fan,"['nana', 'i', 'am', 'highli', 'disappoint', 'in', 'you', 'and', 'from', 'thi', 'day', 'i', 'ceas', 'to', 'be', 'your', 'fan']"
1432,@alhajib29078354 @atiku @NAkufoAddo Ghana is for u,Nana,0.0,  nana ghana is for u,"['nana', 'ghana', 'is', 'for', 'u']"
1433,There's gunshots all over Tamale @NAkufoAddo &amp; @JDMahama please we don't want this violence.,Nana,0.0,there's gunshots all over tamale nana  mahama please we don't want this violence,"[""there'"", 'gunshot', 'all', 'over', 'tamal', 'nana', 'mahama', 'pleas', 'we', ""don't"", 'want', 'thi', 'violenc']"
1434,@DrKwakye3 @atiku @CwesiOteng @NAkufoAddo The good ppl of Gh has spoken,Nana,0.0,   nana the good ppl of gh has spoken,"['nana', 'the', 'good', 'ppl', 'of', 'gh', 'ha', 'spoken']"
1441,@KojoKeelson @Obiba_ @NAkufoAddo Should he put you on the list? With what credentials?,Nana,0.0,  nana should he put you on the list with what credentials,"['nana', 'should', 'he', 'put', 'you', 'on', 'the', 'list', 'with', 'what', 'credenti']"
1446,@ThomasM44066352 @TonightOriginal @MrsGhana2 @NAkufoAddo It's not going to work. He needs a better strategy.,Nana,0.0,   nana it's not going to work he needs a better strategy,"['nana', ""it'"", 'not', 'go', 'to', 'work', 'he', 'need', 'a', 'better', 'strategi']"
1448,@m3nsahenryy @AOuattara_PRCI @NAkufoAddo Perhaps these may help. https://t.co/gucu7BCL1a,Nana,0.0,  nana perhaps these may help ,"['nana', 'perhap', 'these', 'may', 'help']"
1449,@NAkufoAddo please enough of osafo marfo,Nana,0.0,nana please enough of osafo marfo,"['nana', 'pleas', 'enough', 'of', 'osafo', 'marfo']"
1451,@Obiba_ @NAkufoAddo My thoughts are with you,Nana,0.0, nana my thoughts are with you,"['nana', 'my', 'thought', 'are', 'with', 'you']"
1452,@dephraim2016 @garyalsmith @NAkufoAddo JM be saint right? Joker,Nana,0.0,  nana jm be saint right joker,"['nana', 'jm', 'be', 'saint', 'right', 'joker']"
1454,@YawSabato @JDMahama @NAkufoAddo The pact did not include machinations of results,Nana,0.0, mahama nana the pact did not include machinations of results,"['mahama', 'nana', 'the', 'pact', 'did', 'not', 'includ', 'machin', 'of', 'result']"
1458,@Kwamelincoln @ADJEIFRANKLIN4 @Citi973 @JDMahama @NAkufoAddo I agree our security forces are too trigger happy,Nana,0.0,   mahama nana i agree our security forces are too trigger happy,"['mahama', 'nana', 'i', 'agre', 'our', 'secur', 'forc', 'are', 'too', 'trigger', 'happi']"
1460,We're grateful Ghana https://t.co/MdHQoCLxSG,Nana,0.0,we're grateful ghana ,"[""we'r"", 'grate', 'ghana']"
1461,"@atiku @NAkufoAddo This is from Ghana's elections. 

3 dead. 9 in critical condition, from only one place https://t.co/Xv6FPPJrxS",Nana,0.0," nana this is from ghana's elections 

 dead  in critical condition from only one place ","['nana', 'thi', 'is', 'from', ""ghana'"", 'elect', 'dead', 'in', 'critic', 'condit', 'from', 'onli', 'one', 'place']"
1462,@Jafaton @Joy997FM @NAkufoAddo I respect your opinion.,Nana,0.0,  nana i respect your opinion,"['nana', 'i', 'respect', 'your', 'opinion']"
1464,"@SniperZaddy @Sharyf__ @NAkufoAddo I saw them here first. You just manufactured it and no one cares.
Just GTFO. Tribalism has no room",Nana,0.0,"  nana i saw them here first you just manufactured it and no one cares
just gtfo tribalism has no room","['nana', 'i', 'saw', 'them', 'here', 'first', 'you', 'just', 'manufactur', 'it', 'and', 'no', 'one', 'care', 'just', 'gtfo', 'tribal', 'ha', 'no', 'room']"
1469,@IAMAMEYAW @__liptonia @NAkufoAddo still? ei this man.,Nana,0.0,  nana still ei this man,"['nana', 'still', 'ei', 'thi', 'man']"
1474,"@NAkufoAddo @konkrumah @thenanaaba 

https://t.co/deFK9S0ku4

Download Now
https://t.co/JSO5ppU803",Nana,0.0,"nana   



download now
","['nana', 'download', 'now']"
1475,@stonebwoyb @NAkufoAddo Prefect very simple,Nana,0.0, nana prefect very simple,"['nana', 'prefect', 'veri', 'simpl']"
1480,@AponkyeDiego @NAkufoAddo Wasn't this shot down in parliament where NPP has the majority?,Nana,0.0, nana wasn't this shot down in parliament where npp has the majority,"['nana', ""wasn't"", 'thi', 'shot', 'down', 'in', 'parliament', 'where', 'npp', 'ha', 'the', 'major']"
1494,@Q_e_w @Citi973 @JDMahama @NAkufoAddo Is true bro,Nana,0.0,  mahama nana is true bro,"['mahama', 'nana', 'is', 'true', 'bro']"
1498,@PreciousAnurika @atiku @SodiqTade @NAkufoAddo Better pray for your country and the citizens my friend. You wish you a Ghanaian right now.,Nana,0.0,   nana better pray for your country and the citizens my friend you wish you a ghanaian right now,"['nana', 'better', 'pray', 'for', 'your', 'countri', 'and', 'the', 'citizen', 'my', 'friend', 'you', 'wish', 'you', 'a', 'ghanaian', 'right', 'now']"
1500,@hughes_onair @ECGhanaOfficial @NAkufoAddo @JDMahama Mistrust,Nana,0.0,  nana mahama mistrust,"['nana', 'mahama', 'mistrust']"
1502,@NAkufoAddo Chale hope u make cool,Nana,0.0,nana chale hope u make cool,"['nana', 'chale', 'hope', 'u', 'make', 'cool']"
1503,@kvng_pharrel23 @BesiabaAM25 @NAkufoAddo Drink sense next time come with #facts ok ! https://t.co/GB2xt8J9AK,Nana,0.0,  nana drink sense next time come with  ok  ,"['nana', 'drink', 'sens', 'next', 'time', 'come', 'with', 'ok']"
1505,@Q_e_w @ADJEIFRANKLIN4 @Citi973 @JDMahama @NAkufoAddo Under no circumstances must a police officer kill an unarmed civilian protesting,Nana,0.0,   mahama nana under no circumstances must a police officer kill an unarmed civilian protesting,"['mahama', 'nana', 'under', 'no', 'circumst', 'must', 'a', 'polic', 'offic', 'kill', 'an', 'unarm', 'civilian', 'protest']"
1513,@1957crusadergh @kvng_pharrel23 @BesiabaAM25 @NAkufoAddo Watch your language,Nana,0.0,   nana watch your language,"['nana', 'watch', 'your', 'languag']"
1515,@thecableng @MBuhari @NAkufoAddo Historic ties when Ghanaians are asking Nigerians to leave their country.,Nana,0.0,  nana historic ties when ghanaians are asking nigerians to leave their country,"['nana', 'histor', 'tie', 'when', 'ghanaian', 'are', 'ask', 'nigerian', 'to', 'leav', 'their', 'countri']"
1516,@EddwardDr @NAkufoAddo Well noted I put it on akkufo Addo,Nana,0.0, nana well noted i put it on akkufo addo,"['nana', 'well', 'note', 'i', 'put', 'it', 'on', 'akkufo', 'addo']"
1518,@RasheedKande @Citi973 @JDMahama @NAkufoAddo I hear there are gunshots.,Nana,0.0,  mahama nana i hear there are gunshots,"['mahama', 'nana', 'i', 'hear', 'there', 'are', 'gunshot']"
1522,@Kwamelincoln @ADJEIFRANKLIN4 @Citi973 @JDMahama @NAkufoAddo Curious *,Nana,0.0,   mahama nana curious ,"['mahama', 'nana', 'curiou']"
1523,@kvng_pharrel23 @BesiabaAM25 @NAkufoAddo it doesn't merit him unlike the #MotherSerpentOfCorruption  !,Nana,0.0,  nana it doesn't merit him unlike the #motherserpentofcorruption  ,"['nana', 'it', ""doesn't"", 'merit', 'him', 'unlik', 'the', '#motherserpentofcorrupt']"
1525,@walkeriain @NAkufoAddo @JDMahama Boss the guy say e no gree ohhh....,Nana,0.0, nana mahama boss the guy say e no gree ohhh,"['nana', 'mahama', 'boss', 'the', 'guy', 'say', 'e', 'no', 'gree', 'ohhh']"
1528,@NAkufoAddo No wonder discerning Ghanaians are struggling to make sense of your pyrrhic victory.,Nana,0.0,nana no wonder discerning ghanaians are struggling to make sense of your pyrrhic victory,"['nana', 'no', 'wonder', 'discern', 'ghanaian', 'are', 'struggl', 'to', 'make', 'sens', 'of', 'your', 'pyrrhic', 'victori']"
1534,So John wanted 4years to continue @NAkufoAddo good works or what.,Nana,0.0,so john wanted years to continue nana good works or what,"['so', 'john', 'want', 'year', 'to', 'continu', 'nana', 'good', 'work', 'or', 'what']"
1535,@NAkufoAddo sir please djokoto has lost respect for u oo.. Hm,Nana,0.0,nana sir please djokoto has lost respect for u oo hm,"['nana', 'sir', 'pleas', 'djokoto', 'ha', 'lost', 'respect', 'for', 'u', 'oo', 'hm']"
1539,"@Citi973 @JDMahama @NAkufoAddo Really, granted, is there the need to remind him of 2012 ?@JDMahama",Nana,0.0, mahama nana really granted is there the need to remind him of  mahama,"['mahama', 'nana', 'realli', 'grant', 'is', 'there', 'the', 'need', 'to', 'remind', 'him', 'of', 'mahama']"
1540,"@Kwamelincoln @ADJEIFRANKLIN4 @Citi973 @JDMahama @NAkufoAddo So do you mean demonstrating will make the EC revert its decision?
Come on!",Nana,0.0,"   mahama nana so do you mean demonstrating will make the ec revert its decision
come on","['mahama', 'nana', 'so', 'do', 'you', 'mean', 'demonstr', 'will', 'make', 'the', 'ec', 'revert', 'it', 'decis', 'come', 'on']"
1541,@Citi973 @JDMahama @NAkufoAddo Stupid statement the writer should think from the mind.,Nana,0.0, mahama nana stupid statement the writer should think from the mind,"['mahama', 'nana', 'stupid', 'statement', 'the', 'writer', 'should', 'think', 'from', 'the', 'mind']"
1544,@Citi973 @JDMahama @NAkufoAddo Make he go court...,Nana,0.0, mahama nana make he go court,"['mahama', 'nana', 'make', 'he', 'go', 'court']"
1545,"Tamale at the moment

#WeNeedPeace
@ameyaw112 @NAkufoAddo @Nanaaba @Serwaa_Amihere @GHOneTV @Joy997FM @utvghana https://t.co/A1FFz49Tft",Nana,0.0,"tamale at the moment


 nana      ","['tamal', 'at', 'the', 'moment', 'nana']"
1550,@Citi973 @JDMahama @NAkufoAddo Wontumi affiliate station.,Nana,0.0, mahama nana wontumi affiliate station,"['mahama', 'nana', 'wontumi', 'affili', 'station']"
1551,@KofiSar02720551 @Citi973 @JDMahama @NAkufoAddo We are in a democracy,Nana,0.0,  mahama nana we are in a democracy,"['mahama', 'nana', 'we', 'are', 'in', 'a', 'democraci']"
1553,@HaryGay8 @NAkufoAddo @JDMahama When npp loss they accepted defeat and moved on but the desperate ndc are challenging the results oooo Kai,Nana,0.0, nana mahama when npp loss they accepted defeat and moved on but the desperate ndc are challenging the results oooo kai,"['nana', 'mahama', 'when', 'npp', 'loss', 'they', 'accept', 'defeat', 'and', 'move', 'on', 'but', 'the', 'desper', 'ndc', 'are', 'challeng', 'the', 'result', 'oooo', 'kai']"
1557,"@YawSabato @JDMahama @NAkufoAddo Dem dey steal am Arh make he keep quite cos he signed peace whatever, challe Democracy oo or u forget",Nana,0.0, mahama nana dem dey steal am arh make he keep quite cos he signed peace whatever challe democracy oo or u forget,"['mahama', 'nana', 'dem', 'dey', 'steal', 'am', 'arh', 'make', 'he', 'keep', 'quit', 'co', 'he', 'sign', 'peac', 'whatev', 'chall', 'democraci', 'oo', 'or', 'u', 'forget']"
1560,@NsiaAvena @NAkufoAddo Apt description,Nana,0.0, nana apt description,"['nana', 'apt', 'descript']"
1567,@walkeriain @NAkufoAddo @JDMahama A bit too early,Nana,0.0, nana mahama a bit too early,"['nana', 'mahama', 'a', 'bit', 'too', 'earli']"
1569,@Citi973 @JDMahama @NAkufoAddo Dm your what's up number for videos now,Nana,0.0, mahama nana dm your what's up number for videos now,"['mahama', 'nana', 'dm', 'your', ""what'"", 'up', 'number', 'for', 'video', 'now']"
1571,@Citi973 @JDMahama @NAkufoAddo Turn your attention to Tamale now is on fire,Nana,0.0, mahama nana turn your attention to tamale now is on fire,"['mahama', 'nana', 'turn', 'your', 'attent', 'to', 'tamal', 'now', 'is', 'on', 'fire']"
1573,"@Citi973 @JDMahama @NAkufoAddo Okay, we've heard them, they should proceed to the Supreme Court with their findings.",Nana,0.0, mahama nana okay we've heard them they should proceed to the supreme court with their findings,"['mahama', 'nana', 'okay', ""we'v"", 'heard', 'them', 'they', 'should', 'proceed', 'to', 'the', 'suprem', 'court', 'with', 'their', 'find']"
1577,@NanaOwu20097657 @Ghampson3 @YawSabato @JDMahama @NAkufoAddo Erh how old are u?go and sleep!!,Nana,0.0,   mahama nana erh how old are ugo and sleep,"['mahama', 'nana', 'erh', 'how', 'old', 'are', 'ugo', 'and', 'sleep']"
1578,@AfoakwaOsikani @NAkufoAddo No time to waste.,Nana,0.0, nana no time to waste,"['nana', 'no', 'time', 'to', 'wast']"
1579,@NYboateng @NAkufoAddo He's transitioning,Nana,0.0, nana he's transitioning,"['nana', ""he'"", 'transit']"
1584,Soon Ghana will hear that the @ECGhanaOfficial building is burnt and Jean Mensa has left the country! @NAkufoAddo is wicked!,Nana,0.0,soon ghana will hear that the  building is burnt and jean mensa has left the country nana is wicked,"['soon', 'ghana', 'will', 'hear', 'that', 'the', 'build', 'is', 'burnt', 'and', 'jean', 'mensa', 'ha', 'left', 'the', 'countri', 'nana', 'is', 'wick']"
1586,@bukolasaraki @NAkufoAddo You will be a Nigeria president on a faithful day,Nana,0.0, nana you will be a nigeria president on a faithful day,"['nana', 'you', 'will', 'be', 'a', 'nigeria', 'presid', 'on', 'a', 'faith', 'day']"
1590,@Citi973 @JDMahama @NAkufoAddo They should go to court .,Nana,0.0, mahama nana they should go to court ,"['mahama', 'nana', 'they', 'should', 'go', 'to', 'court']"
1592,@abdallah_rafiw @Maruf70929842 @NAkufoAddo @tv3_ghana @kwadwosheldon @ECGhanaOfficial @JDMahama @cnnbrk @konkrumah @berlamundi Be specific!,Nana,0.0,  nana    mahama    be specific,"['nana', 'mahama', 'be', 'specif']"
1596,@NzGideo @NAkufoAddo Monday came and what happened.,Nana,0.0, nana monday came and what happened,"['nana', 'monday', 'came', 'and', 'what', 'happen']"
1597,@NzGideo @NAkufoAddo But you do have one in your family,Nana,0.0, nana but you do have one in your family,"['nana', 'but', 'you', 'do', 'have', 'one', 'in', 'your', 'famili']"
1598,@atiku @NAkufoAddo You are yet to congratulate your president @MBuhari,Nana,0.0, nana you are yet to congratulate your president ,"['nana', 'you', 'are', 'yet', 'to', 'congratul', 'your', 'presid']"
1600,@NsiaAvena @NAkufoAddo Leave the their future generations out Wai.,Nana,0.0, nana leave the their future generations out wai,"['nana', 'leav', 'the', 'their', 'futur', 'gener', 'out', 'wai']"
1601,@abdallah_rafiw @NAkufoAddo @tv3_ghana @kwadwosheldon @ECGhanaOfficial @JDMahama @cnnbrk @konkrumah @berlamundi What's happening over there?,Nana,0.0, nana    mahama    what's happening over there,"['nana', 'mahama', ""what'"", 'happen', 'over', 'there']"
1602,@StateHouseKenya @africaupdates @NAkufoAddo Fake News ignore! He is not the president elect.,Nana,0.0,  nana fake news ignore he is not the president elect,"['nana', 'fake', 'news', 'ignor', 'he', 'is', 'not', 'the', 'presid', 'elect']"
1610,@jazz_obenewaa @NAkufoAddo Never will he do that,Nana,0.0, nana never will he do that,"['nana', 'never', 'will', 'he', 'do', 'that']"
1614,"@NAkufoAddo, do not be intimidated to hand over your position to Mahama. DO NOT!",Nana,0.0,nana do not be intimidated to hand over your position to mahama do not,"['nana', 'do', 'not', 'be', 'intimid', 'to', 'hand', 'over', 'your', 'posit', 'to', 'mahama', 'do', 'not']"
1616,@Isaac29673260 @NAkufoAddo @SBawumia @Dboszantwi @PrinceDavidOsei @MBawumia @LyfboyS @konkrumah @UrsulaOw They bleed when they see this,Nana,0.0, nana        they bleed when they see this,"['nana', 'they', 'bleed', 'when', 'they', 'see', 'thi']"
1617,@PNkwagu @atiku @NAkufoAddo No one. Even God is too busy to attend to Nigeria issue. You people can initiate the angels,Nana,0.0,  nana no one even god is too busy to attend to nigeria issue you people can initiate the angels,"['nana', 'no', 'one', 'even', 'god', 'is', 'too', 'busi', 'to', 'attend', 'to', 'nigeria', 'issu', 'you', 'peopl', 'can', 'initi', 'the', 'angel']"
1618,@manofGodAgape @Boakyewaa_N President @NAkufoAddo lost two elections before winning on the third time #MahamaDoTheRightThing,Nana,0.0,  president nana lost two elections before winning on the third time #mahamadotherightthing,"['presid', 'nana', 'lost', 'two', 'elect', 'befor', 'win', 'on', 'the', 'third', 'time', '#mahamadotherightth']"
1619,@atiku @NAkufoAddo Good day your excellence sir,Nana,0.0, nana good day your excellence sir,"['nana', 'good', 'day', 'your', 'excel', 'sir']"
1622,@willynyamitwe @GeneralNeva @NAkufoAddo Thank you very much sir.,Nana,0.0,  nana thank you very much sir,"['nana', 'thank', 'you', 'veri', 'much', 'sir']"
1623,Our President @NAkufoAddo lost two election before winning on the third time #MahamaDoTheRightThing,Nana,0.0,our president nana lost two election before winning on the third time #mahamadotherightthing,"['our', 'presid', 'nana', 'lost', 'two', 'elect', 'befor', 'win', 'on', 'the', 'third', 'time', '#mahamadotherightth']"
1625,@NAkufoAddo needs to introduce compulsory free adult education cos 3ny3 y3 baako sei,Nana,0.0,nana needs to introduce compulsory free adult education cos ny y baako sei,"['nana', 'need', 'to', 'introduc', 'compulsori', 'free', 'adult', 'educ', 'co', 'ny', 'y', 'baako', 'sei']"
1628,"@NAkufoAddo 
In Opposition vs In Power https://t.co/2BK9oNVN2C",Nana,0.0,"nana 
in opposition vs in power ","['nana', 'in', 'opposit', 'vs', 'in', 'power']"
1633,@NAkufoAddo Welcome once again,Nana,0.0,nana welcome once again,"['nana', 'welcom', 'onc', 'again']"
1640,"@kwadwosheldon @NAkufoAddo for your information, house cleaning exercise and no shielding of dubious deals",Nana,0.0, nana for your information house cleaning exercise and no shielding of dubious deals,"['nana', 'for', 'your', 'inform', 'hous', 'clean', 'exercis', 'and', 'no', 'shield', 'of', 'dubiou', 'deal']"
1644,"@AfoakwaOsikani @kwadwosheldon @NAkufoAddo Stop this
We won't agree",Nana,0.0,"  nana stop this
we won't agree","['nana', 'stop', 'thi', 'we', ""won't"", 'agre']"
1648,"@NAkufoAddo Fraud results from ec, Npp you're indeed thieves and corrupted",Nana,0.0,nana fraud results from ec npp you're indeed thieves and corrupted,"['nana', 'fraud', 'result', 'from', 'ec', 'npp', ""you'r"", 'inde', 'thiev', 'and', 'corrupt']"
1650,@atiku @NAkufoAddo Oga go and focus on your business,Nana,0.0, nana oga go and focus on your business,"['nana', 'oga', 'go', 'and', 'focu', 'on', 'your', 'busi']"
1664,@ObiRush @NAkufoAddo Okay. I am saying no because it might be waste of state resources.,Nana,0.0, nana okay i am saying no because it might be waste of state resources,"['nana', 'okay', 'i', 'am', 'say', 'no', 'becaus', 'it', 'might', 'be', 'wast', 'of', 'state', 'resourc']"
1665,@tailorMARIQUE @NAkufoAddo Inagine....how close can you let that be,Nana,0.0, nana inaginehow close can you let that be,"['nana', 'inaginehow', 'close', 'can', 'you', 'let', 'that', 'be']"
1670,@Hassana18821349 @NAkufoAddo @JDMahama Buh u why u no dey go school,Nana,0.0, nana mahama buh u why u no dey go school,"['nana', 'mahama', 'buh', 'u', 'whi', 'u', 'no', 'dey', 'go', 'school']"
1674,@NsiaAvena @NAkufoAddo So she can fake to be in the spirit like this,Nana,0.0, nana so she can fake to be in the spirit like this,"['nana', 'so', 'she', 'can', 'fake', 'to', 'be', 'in', 'the', 'spirit', 'like', 'thi']"
1680,@garyalsmith @NAkufoAddo Where is all this coming,Nana,0.0, nana where is all this coming,"['nana', 'where', 'is', 'all', 'thi', 'come']"
1685,"@iamjonesq @NAkufoAddo @JDMahama @ECGhanaOfficial @GhPoliceService Animals understand each other then !
#GhanaFirst",Nana,0.0," nana mahama   animals understand each other then 
#ghanafirst","['nana', 'mahama', 'anim', 'understand', 'each', 'other', 'then', '#ghanafirst']"
1686,So they knew Osafo Marfo was a thief all along. @NAkufoAddo kindly retain him. You will need his stealing experience.,Nana,0.0,so they knew osafo marfo was a thief all along nana kindly retain him you will need his stealing experience,"['so', 'they', 'knew', 'osafo', 'marfo', 'wa', 'a', 'thief', 'all', 'along', 'nana', 'kindli', 'retain', 'him', 'you', 'will', 'need', 'hi', 'steal', 'experi']"
1687,"@Benjikov @NAkufoAddo Yeah it will soon erhh ! in court , pause your transition team we are unwilling till court -
Mahama will come .",Nana,0.0," nana yeah it will soon erhh  in court  pause your transition team we are unwilling till court -
mahama will come ","['nana', 'yeah', 'it', 'will', 'soon', 'erhh', 'in', 'court', 'paus', 'your', 'transit', 'team', 'we', 'are', 'unwil', 'till', 'court', 'mahama', 'will', 'come']"
1692,@HaatsoA @NAkufoAddo I voted @NAkufoAddo  my vote should count.,Nana,0.0, nana i voted nana  my vote should count,"['nana', 'i', 'vote', 'nana', 'my', 'vote', 'should', 'count']"
1696,@NAkufoAddo Mr President its true that the battle is de Lord,Nana,0.0,nana mr president its true that the battle is de lord,"['nana', 'mr', 'presid', 'it', 'true', 'that', 'the', 'battl', 'is', 'de', 'lord']"
1697,"@YawSabato @JDMahama @NAkufoAddo De English be too much for u, I blame ur English teacher",Nana,0.0, mahama nana de english be too much for u i blame ur english teacher,"['mahama', 'nana', 'de', 'english', 'be', 'too', 'much', 'for', 'u', 'i', 'blame', 'ur', 'english', 'teacher']"
1698,@NsiaAvena @NAkufoAddo Amen to that.,Nana,0.0, nana amen to that,"['nana', 'amen', 'to', 'that']"
1703,"@HaatsoA @NAkufoAddo @JDMahama @ECGhanaOfficial @GhPoliceService Huh, are you speaking English? Show me your evidence",Nana,0.0, nana mahama   huh are you speaking english show me your evidence,"['nana', 'mahama', 'huh', 'are', 'you', 'speak', 'english', 'show', 'me', 'your', 'evid']"
1709,@Ghampson3 @YawSabato @JDMahama @NAkufoAddo Then go to court and stop disturbing the country with your noise.,Nana,0.0,  mahama nana then go to court and stop disturbing the country with your noise,"['mahama', 'nana', 'then', 'go', 'to', 'court', 'and', 'stop', 'disturb', 'the', 'countri', 'with', 'your', 'nois']"
1710,@EzekielQuainoo9 @omari_kwabs @NAkufoAddo He didn't give the order but he is the commander of the Armed Forces if you don't know.,Nana,0.0,  nana he didn't give the order but he is the commander of the armed forces if you don't know,"['nana', 'he', ""didn't"", 'give', 'the', 'order', 'but', 'he', 'is', 'the', 'command', 'of', 'the', 'arm', 'forc', 'if', 'you', ""don't"", 'know']"
1712,@BarrowPresident @Sambryanbuabeng @NAkufoAddo Thank u de Nana we know will forever be great and kind to us,Nana,0.0,  nana thank u de nana we know will forever be great and kind to us,"['nana', 'thank', 'u', 'de', 'nana', 'we', 'know', 'will', 'forev', 'be', 'great', 'and', 'kind', 'to', 'us']"
1713,@AOuattara_PRCI @b_otabil @NAkufoAddo You will retract soon,Nana,0.0,  nana you will retract soon,"['nana', 'you', 'will', 'retract', 'soon']"
